Id,Name
713,OXITETRACICLINA
714,OXIS TURBUHALER
715,OXIPLAST
716,OXIPEN
717,OXINORM
718,OXIMUM
719,OXACILINA
720,OXIMETOLONA
721,OXIMEN
722,OXIDREN
723,OXIDO NITRICOICINAL
724,OXIDO DE ZINC
725,OXICODONA
726,OXICODAL
727,OXIBUTININA
728,OXCARBACEPINA 
729,OXAMICIN
730,OXALIQUID
731,OXALIPLATINO
732,OXIMETAZOLINA
733,OSTEODUR
734,OSTEOCIS
735,OSSEOR
736,ORDELAX
737,ORCIPRENALINA
738,ORBENIN
739,ORAVERSE
740,ORAQIX
741,ORAP
742,ORAMORPH
743,ORALSONE
744,ORALITE
745,ORALAIR
746,ORACEA
747,ORENCIA
748,OPTRUMA
749,OPTOVITE
750,OPTONE
751,OPTIVITA PLUS
752,OPTISPRING
753,OPTISOURCE
754,OPTISON
755,OPTIRAY
756,OPTIMARK
757,OPTIFRESH
758,OPTIBIOL AMD
759,OPTALIDON
760,OPTOVITE B12
761,OREST
762,ORFADIN
763,ORFENADRINA
764,OSPAMOX
765,OSMOLITE
766,OSMOHALE
767,OSMOFUNDINA
768,OSMILLE
769,OSLIF BREEZHALERaciOn
770,OSL D
771,OSIGRAFT
772,OSFAMIDA
773,OSEOFORT
774,OSELTAMIVIR
775,OSCILLOCOCCINUM
776,OSCAL D
777,ORVATEZ
778,ORUDIS
779,ORTREL
780,ORTHOGYNEST
781,ORPIME
782,OROZIM
783,ORLISTAT
784,ORLILOSS
785,ORLIDIET
786,ORGAMETRIL
787,ORGALUTRAN
788,ORFIDAL
789,OXYCONTIN
790,OXYNORM
791,OXYPHAR
792,OXYSOL
793,PECTOX
794,PECTODRILL
795,PECFENT
796,PAZITAL
797,PAZBRONQUIAL
798,PAXTIBI
799,PAXIL
800,PAVULON
801,PAUSEDAL
802,PATANOL
803,PASTA LASSAR
804,PEDEA
805,PASSIFLORUM
806,PASINAT
807,PASIFLUIDINA
808,PASIFLORA
809,PASIDOR
810,PASANG
811,PARSOLEN
812,PARSEL
813,PAROXIL
814,PAROXETINA
815,PAROCIN 
816,PARNATE
817,PASSIFLORINE
818,PEDI-LON
819,PEDI-LOTION
820,PEDIACORT
821,PENTOXIFILINA
822,PENTAXIM
823,PENTAX
824,PENTAVAC
825,PENTASA
826,PENTARINAT
827,PENTAMIDINA
828,PENTACIS
829,PENTACARINAT
830,PENILEVEL
831,PENICILINA
832,PENICILAMINA
833,PENIBIOT
834,PEMIX
835,PEMETREXED
836,PEITEL
837,PEINDOL
838,PEGINTRON
839,PEGINTERFERON ALFA-2B
840,PEGFILGRASTIM
841,PEGASYS
842,PEDIBU REFORMULADO
843,PEDIALYTE FREEZER POPS
844,PEDIALYTE
845,PEDIADURE
846,PARLODEL
847,MUSTOFORAN
848,PARLATOS
849,PARIZAC
850,PANGAMIL
851,PANFUNGOL
852,PANENZA
853,PANDEMRIX
854,PANCUREX
855,PANCREATINA
856,PANADOL
857,PAMOATO DE PIRANTEL
858,PAMIN
859,PAMIDRONATO
860,PAMEZONE
861,PANKREOFLAT
862,PALONOSETRON
863,PALIVIZUMAB
864,PALEXIA
865,PALANDRA
866,PAINFORT
867,PAIDOTERIN
868,PAIDOLAX
869,PAIDOFEBRIL
870,"PADIMATO, PARSOL MCX Y PARSOL 1789"
871,PACLITAXEL
872,PACLITAX
873,OZURDEX
874,PALLADONE
875,PANKREON
876,PANKREOSIL
877,PANRETIN
878,PARIET
879,PARICALCITOL POTEC
880,PARICALCITOL 
881,PAREXEL
882,PARAPRES  
883,PARAPLATIN 
884,PARAFLUDETEN  
885,PARACODINA  
886,PARACLIM
887,PARACETAMOL  
888,PAPAVERYL
889,PANZYTRAT
890,PANURON
891,PANUM
892,PANTOPRAZOL 
893,PANTOP
894,PANTONIC
895,PANTOMICINA
896,PANTOLOC
897,PANTOLM
898,PANTOK
899,PANTOCORT
900,PANTOCALM
901,PANTOBAMIN
902,PANTECTA
903,PARKINLESS
904,MUSE
905,MURODE
906,MUPROBAN
907,LEVOPRESS
908,LEVONORGESTREL Y ETINILESTRADIOL
909,LEVONORGESTREL
910,LEVOMEPROMAZINA
911,LEVOLET
912,LEVOGYL
913,LEVOGESTREL 
914,LEVOGASTROL
915,LEVOFLOXACINO
916,LEVOFLOXACINA
917,LEVOFLOX
918,LEVOPRONT
919,LEVODOPARBIDOPA 
920,LEVOCABASTINA
921,LEVOBUPIVACAINA
922,LEVOBUNOLOL/ALCOHOL POLIVINILICO
923,LEVOBEL
924,LEVITRA
925,LEVINZOL
926,LEVETIRACETAM 
927,LEVEST
928,LEVEMIR
929,LEVELINA
930,LEVEDOL
931,LEVOCETIRIZINA
932,LEVAX
933,LEVORAT
934,LEVOTEC
935,LIDFEX
936,LIDERFEME
937,LIDALTRIN
938,LICOSTRATA
939,LICOFORTE
940,LIBRAX
941,LIBRACTAM
942,LIBOLAR
943,LIBERTEK
944,LIBEREN
945,LIBERAT
946,LEVOSULPIRIDE
947,LIBEFOR
948,LEXOTANIL
949,LEXO
950,LEXATIN
951,LEXAPRO
952,LEVROXINA
953,LEVOXINA
954,LEVOX
955,LEVOVAX
956,LEVOTUSS
957,LEVOTIROXINA
958,LEVOTHROID
959,LEXXEMA
960,LEVAQUIN
961,LEVAMISOL
962,LEVACT
963,LENOXE
964,LENDORMIN
965,LEMTRADA
966,LEMA
967,LEIRACID
968,LEGALON
969,LEGALON
970,LEFOSAN
971,LEFLUNOMIDE
972,LEFLUNOMIDA 
973,LEFLUNOMIDA
974,LENTAMINA COMPLEX
975,LEFLUARTIL
976,LEDERFOLIN
977,LECIVAR PLUS
978,LECITONE MAGNESIUM
979,LECITINA VEGETAL
980,LECITINA DE SOYA
981,LECITHIN NOW
982,LECIBRAL
983,LECHE DESCREMADA
984,LEBERSAL
985,LCORT
986,LCIVAR
987,LEFLOX
988,LENTETMINA
989,LENTOCILIN
990,LENTOQUINE
991,LEUSTATIN
992,LEUPRORELINA
993,LEUKOSCAN
994,LEUKERAN
995,LEUCOVORINA
996,LEUCONOLVER
997,LEUCO
998,LETROZOL
999,LETROZ
1000,LETISAN
1001,LETARA
1002,LET
1003,LESTECOL
1004,LESCOL
1005,LERZAM
1006,LERIN
1007,LERDIP
1008,LERCAPRESS
1009,LERCANIDIPINO 
1010,LERCANIDIPINA<br>
1011,LERCADIP
1012,LEPTAZINE
1013,LEPRIT
1014,LEPONEX
1015,LEPISOR
1016,LIDOCAINA
1017,LCITREX D
1018,LIDOCAINA
1019,LIKACIN
1020,LOCASALEN
1021,LOBIVON
1022,LOBIMEL
1023,LOBELLE
1024,LOATOP
1025,LOACATOP
1026,LO-KAL GOLD
1027,LIZIPAINA
1028,LIZIPADOL
1029,LIXI
1030,LIXBEN
1031,LOCERYL
1032,LIXACOL
1033,LIVIAL
1034,LIVAZO
1035,LITUSIX
1036,LITONATE
1037,LITIO
1038,LITAK
1039,LITACE
1040,LISVY
1041,LISPIN
1042,LISOZIMA
1043,LISOPRESS
1044,LIVOSTIN
1045,LISONORM
1046,LOCETAR
1047,LODERM
1048,LOPERAM
1049,LONSEREN
1050,LONQUEX
1051,LONITEN
1052,LONIO 
1053,LONGACEF
1054,LOMUSTINA
1055,LOMPER
1056,LOMOTIL
1057,LOMEXIN
1058,LOMAZ
1059,LOCORTEN-VIOFORMO
1060,LOKARIN
1061,LOJUXTA
1062,LOITIN
1063,LOGIMAX
1064,LOGAT
1065,LOGANIL
1066,LOFTON
1067,LOFLOX
1068,LOFIDESIL
1069,LOETTE
1070,LODOTRA
1071,LODIPIN
1072,LOKAL GOLD
1073,LISOMUCIN
1074,LISIPIN
1075,LISINOPRIL/HIDROCLOROTIAZIDA
1076,LIOLACTIL
1077,LIOKET
1078,LIOFORA
1079,LIOCORT
1080,LINZEC
1081,LINOMEGA
1082,LINOMED
1083,LINMOX
1084,LINITUL
1085,LINIMENTO NAION
1086,LINFOGLOBULINA
1087,LIORESAL
1088,LINFODERM
1089,LINESTRENOL
1090,LINELLE
1091,LINEASUL
1092,LINDILAN
1093,LINDEMIL
1094,LINCOMICINA 
1095,LINCOCIN
1096,LINCIL
1097,LINAX
1098,LIMOVAN
1099,LIMIFEN
1100,LINEZOLID
1101,LIPACOMB
1102,LIPEMOL
1103,LIPER
1104,LISINOPRIL
1105,LISILETIC
1106,LISILET
1107,LISIFORT
1108,LIQUIFILM
1109,LIPRESAN
1110,LIPOVENOS MCT
1111,LIPOVENOS
1112,LIPOVAS
1113,LIPOSIT
1114,LIPOPLUS
1115,LIPONTAL
1116,LIPOMIX
1117,LIPOLAC
1118,LIPOFUNDINA
1119,LIPOFUNDIN 
1120,LIPODOX
1121,LIPOCIDEN
1122,LIPLAT
1123,LIPITOR
1124,LIPIDOS INTRAVENOSOS: ACEITE DE PESCADO (ACIDOS GRASOS)
1125,LIPIDOS INTRAVENOSOS (LIPIDOS DE CADENA MEDIANA Y LARGA AL 20%; SOYA / TRIGLICRIDOS)
1126,LIPIDOS INTRAVENOSOS (LIPIDOS DE CADENA LARGA AL 20%; SOYA O SOYA / CARTAMO)
1127,LIPIDOS INTRAVENOSOS (LIPIDOS DE CADENA LARGA AL 20%; OLIVA / SOYA)
1128,LIPIDOS INTRAVENOSOS (LIPIDOS DE CADENA LARGA AL 10%; SOYA O SOYA / CARTAMO)
1129,LIDOINA
1130,LCITREX
1131,LCION D
1132,LCION
1133,KETOLAR
1134,KETOLAC
1135,KETOCONAZOL
1136,KETO
1137,KETFENO 
1138,KETESGEL
1139,KETEK
1140,KETAZOLAM
1141,KETAZOL
1142,KETAMINA
1143,KETAMAX
1144,KETOMED
1145,KETABAK
1146,KERNGRI
1147,KERIZET
1148,KERIETTE
1149,KEPPRA
1150,KEPIVANCE
1151,KEOLS-S
1152,KENTERA
1153,KENESIL
1154,KENACORT
1155,KEMADREN
1156,KELO-COTE
1157,KERTYOL
1158,KELFEN
1159,KETOPIC
1160,KETOPROFEN
1161,KLAS
1162,KLARICID
1163,KLAFENAC
1164,KLACID
1165,KLABAX
1166,KIVEXA
1167,KITONAIL
1168,KIOVIG
1169,KINERTON
1170,KINERET
1171,KILOR
1172,KETOPROF
1173,KIDL
1174,KIDCAL
1175,KIADON
1176,KEYTRUDA
1177,KETSIN
1178,KETOVAX
1179,KETOTIFENO
1180,KETOSTERIL
1181,KETOROLACO TROMETAMINA
1182,KETOROLAC
1183,KETOPTIC
1184,KETOPROFENO
1185,KIDDI PHARMATON
1186,KELAC
1187,KEITHON
1188,KEIRAN
1189,KALMAX
1190,KALINOX
1191,KALETRA
1192,KALEIDON
1193,KALCIPOS D
1194,KADCYLA
1195,KABIVEN
1196,JUSTEGAS
1197,JURNISTA
1198,JUNIPRO
1199,JUNIFEN
1200,KALMAX COMPOSITUM
1201,JUMEX
1202,JOSAMINA
1203,JEVITY
1204,JERINGA INSULINA
1205,JERINGA
1206,JENTADUETO 
1207,JELCO
1208,JAYDESS
1209,JAVLOR
1210,JARDIANCE 
1211,JANUVIA
1212,JANUMET
1213,JULIPERLA
1214,KALMELTREX
1215,KALOBA
1216,KALPRESS
1217,KEFZIDIM
1218,KEFORAL
1219,KEFLOXIN
1220,KEFLORIDINA
1221,KEFENTECH
1222,KEFAMIN
1223,KAYIVIS
1224,KAYEXALATE
1225,KATRUM 
1226,KATIVIL
1227,KATAMINA
1228,KASTAN
1229,KARVEZIDE
1230,KARVEA
1231,KARBIS
1232,KARBICOMBI
1233,KAPET
1234,KANOVA 
1235,KANAMICINA
1236,KAMIREL
1237,KAMILLEN SALBE HEEL
1238,KAMAGRA
1239,KALYDECO
1240,KALTEN
1241,KALSIS
1242,KLEAN-PREP
1243,KLENYL
1244,KLIMADYNON
1245,KLINCOSAL
1246,LASA CON CODEINA
1247,LARONIDASA
1248,LARO
1249,LARMABAK
1250,LARGACTIL
1251,LAPROST
1252,LAPATINIB
1253,LANZOPRAZOL
1254,LANZOPRAL
1255,LANZOL
1256,LANZAP
1257,LASIX
1258,LANTUS
1259,LANSOVAX
1260,LANSOPRAZOL
1261,LANOLINA Y ACEITE MINERAL
1262,LANOL-ZINC
1263,LANIRAPID
1264,LANEXAT
1265,LANACORDIN
1266,LAMPREN
1267,LAMPRAL
1268,LAMOTRIGINA 
1269,LAMOTRIGIL
1270,LANTANON
1271,LASOBERON
1272,LASTIN
1273,LASYL
1274,LCIOFAR D
1275,LCIO OSTELIN
1276,LCINORM D
1277,LCIFEM D
1278,LCIBON D SOYA
1279,LCIBON D ;AGNESIO
1280,LCIBON D
1281,LCIBON
1282,LAXVITAL
1283,LAXOVAR
1284,LAXOR
1285,LAXIDO
1286,LAXBEL
1287,LAXANTE
1288,LAXANES
1289,LAXADUS
1290,LAXADINA 
1291,LAXABIXAL
1292,LAXABENE
1293,LAVISA
1294,LAVESTRA
1295,LAURIMIC
1296,LAURAK
1297,LATIM-POS
1298,LATANOPROST
1299,LAMIVUDINA 
1300,LOPERAMIDA
1301,LAMIVIR
1302,LAMICTAL
1303,LACRIDOS
1304,LACOVIN
1305,LACIPIL
1306,LACIMEN
1307,LACIDIPINO 
1308,LACEROL
1309,LABILENO
1310,L-RNITINA
1311,L-ORNITINA-L-ASPARTATO
1312,L-CARNITINA
1313,L-ASPARGINASA
1314,LACRIFORT
1315,L- CARNITINA
1316,KYBERNIN
1317,KUVAN
1318,KREON
1319,KOPODEX
